timestamp,alt,north_pos,east_pos,v_down
16:33:38.875577,42.28,47.397656,8.545629,-0.08
16:33:38.895409,42.28,47.397656,8.545629,-0.04
16:33:38.915539,42.29,47.397656,8.545629,0.04
16:33:38.935596,42.29,47.397656,8.545629,0.22
16:33:38.955591,42.28,47.397656,8.545629,0.35
16:33:38.975550,42.28,47.397656,8.545629,0.54
16:33:38.995513,42.27,47.397656,8.545629,0.68
16:33:39.015579,42.26,47.397656,8.545629,0.88
16:33:39.035549,42.24,47.397656,8.545629,1.02
16:33:39.055518,42.23,47.397656,8.545629,1.23
16:33:39.075502,42.2,47.397656,8.545629,1.37
16:33:39.095403,42.18,47.397656,8.545629,1.57
16:33:39.115287,42.15,47.397656,8.545629,1.7
16:33:39.135340,42.12,47.397656,8.545629,1.9
16:33:39.155445,42.08,47.397656,8.545629,2.03
16:33:39.175309,42.05,47.397656,8.545629,2.22
16:33:39.195271,42.0,47.397656,8.545629,2.34
16:33:39.215523,41.96,47.397656,8.545629,2.53
16:33:39.235336,41.91,47.397656,8.545629,2.66
16:33:39.255464,41.87,47.397656,8.545629,2.85
16:33:39.275216,41.8,47.397656,8.545629,3.04
16:33:39.295340,41.73,47.397656,8.545629,3.17
16:33:39.315234,41.68,47.397656,8.545629,3.37
16:33:39.335287,41.61,47.397656,8.545629,3.5
16:33:39.355193,41.55,47.397656,8.545629,3.63
16:33:39.375252,41.5,47.397656,8.545629,3.84
16:33:39.395308,41.41,47.397656,8.545629,3.97
16:33:39.415231,41.34,47.397656,8.545629,4.18
16:33:39.435282,41.25,47.397656,8.545629,4.31
16:33:39.455311,41.18,47.397656,8.545629,4.51
16:33:39.475149,41.08,47.397656,8.545629,4.65
16:33:39.495600,41.01,47.397656,8.545629,4.85
16:33:39.515398,40.9,47.397656,8.545629,4.99
16:33:39.535079,40.82,47.397656,8.545629,5.19
16:33:39.555185,40.71,47.397656,8.545629,5.32
16:33:39.575403,40.62,47.397656,8.545629,5.52
16:33:39.595363,40.5,47.397656,8.545629,5.73
16:33:39.615273,40.37,47.397656,8.545629,5.86
16:33:39.635246,40.28,47.397656,8.545629,6.0
16:33:39.655332,40.18,47.397656,8.545629,6.2
16:33:39.675131,40.04,47.397656,8.545629,6.33
16:33:39.695243,39.95,47.397656,8.545629,6.53
16:33:39.715191,39.8,47.397656,8.545629,6.74
16:33:39.735484,39.65,47.397656,8.545629,6.87
16:33:39.755701,39.54,47.397656,8.545629,7.07
16:33:39.775629,39.38,47.397656,8.545629,7.21
16:33:39.795434,39.27,47.397656,8.545629,7.34
16:33:39.815364,39.16,47.397656,8.545629,7.54
16:33:39.835398,38.99,47.397656,8.545629,7.68
16:33:39.855448,38.87,47.397656,8.545629,7.88
16:33:39.875285,38.69,47.397655,8.545629,8.01
16:33:39.895356,38.57,47.397655,8.545629,8.21
16:33:39.915437,38.38,47.397655,8.545629,8.34
16:33:39.935385,38.26,47.397655,8.545629,8.54
16:33:39.955312,38.06,47.397655,8.545629,8.67
16:33:39.975211,37.93,47.397655,8.545629,8.87
16:33:39.995260,37.73,47.397655,8.545629,9.07
16:33:40.015204,37.52,47.397655,8.545629,9.2
16:33:40.035166,37.38,47.397655,8.545629,9.34
16:33:40.055380,37.23,47.397655,8.545629,9.54
16:33:40.075435,37.01,47.397655,8.545629,9.67
16:33:40.095372,36.86,47.397655,8.545629,9.87
16:33:40.115413,36.64,47.397655,8.545629,10.0
16:33:40.135582,36.49,47.397655,8.545629,10.21
16:33:40.155460,36.26,47.397655,8.545629,10.41
16:33:40.175268,36.02,47.397655,8.545629,10.54
16:33:40.195422,35.86,47.397655,8.545629,10.74
16:33:40.215526,35.61,47.397655,8.545629,10.88
16:33:40.235295,35.44,47.397655,8.545629,11.08
16:33:40.255260,35.19,47.397654,8.545629,11.22
16:33:40.275237,35.01,47.397654,8.545629,11.35
16:33:40.295337,34.84,47.397654,8.545629,11.56
16:33:40.315313,34.57,47.397654,8.545629,11.7
16:33:40.335670,34.39,47.397654,8.545629,11.9
16:33:40.355916,34.12,47.397654,8.545629,12.04
16:33:40.376072,33.94,47.397654,8.545629,12.24
16:33:40.395819,33.65,47.397654,8.545629,12.38
16:33:40.415894,33.46,47.397654,8.545629,12.59
16:33:40.435884,33.17,47.397654,8.545629,12.8
16:33:40.456185,32.87,47.397653,8.545629,12.94
16:33:40.475852,32.67,47.397653,8.545629,13.08
16:33:40.495802,32.47,47.397653,8.545629,13.29
16:33:40.515735,32.16,47.397653,8.545629,13.5
16:33:40.535700,31.85,47.397653,8.545629,13.64
16:33:40.555912,31.64,47.397653,8.545629,13.78
16:33:40.575728,31.43,47.397653,8.545629,13.99
16:33:40.595881,31.11,47.397653,8.545629,14.14
16:33:40.615726,30.89,47.397653,8.545629,14.35
16:33:40.635878,30.56,47.397652,8.545629,14.56
16:33:40.656020,30.22,47.397652,8.545629,14.71
16:33:40.676018,29.99,47.397652,8.545629,14.85
16:33:40.695923,29.76,47.397652,8.545629,15.07
16:33:40.716205,29.4,47.397652,8.545629,15.21
16:33:40.736165,29.17,47.397652,8.545629,15.43
16:33:40.756208,28.81,47.397652,8.545629,15.57
16:33:40.776028,28.56,47.397651,8.545629,15.79
16:33:40.796073,28.19,47.397651,8.545629,16.01
16:33:40.816010,27.81,47.397651,8.545629,16.15
16:33:40.835852,27.56,47.397651,8.545629,16.3
16:33:40.856153,27.3,47.397651,8.545629,16.52
16:33:40.875967,26.91,47.397651,8.545629,16.66
16:33:40.895981,26.65,47.397651,8.545629,16.87
16:33:40.915937,26.26,47.39765,8.545629,17.01
16:33:40.936183,26.0,47.39765,8.545629,17.21
16:33:40.956073,25.6,47.39765,8.545629,17.34
16:33:40.976079,25.33,47.39765,8.545629,17.52
16:33:40.996049,24.92,47.39765,8.545629,17.64
16:33:41.016158,24.64,47.39765,8.545629,17.81
16:33:41.035896,24.22,47.397649,8.545629,17.92
16:33:41.056427,23.94,47.397649,8.545629,18.06
16:33:41.076392,23.52,47.397649,8.545629,18.15
16:33:41.096398,23.24,47.397649,8.545629,18.28
16:33:41.116400,22.81,47.397649,8.545629,18.35
16:33:41.136609,22.53,47.397648,8.545629,18.45
16:33:41.156283,22.1,47.397648,8.545629,18.54
16:33:41.176277,21.67,47.397648,8.545629,18.6
16:33:41.196311,21.38,47.397648,8.545629,18.68
16:33:41.216178,20.94,47.397647,8.545629,18.74
16:33:41.236260,20.64,47.397647,8.545629,18.83
16:33:41.256271,20.2,47.397647,8.545629,18.89
16:33:41.276258,19.91,47.397646,8.545629,18.98
16:33:41.296320,19.46,47.397646,8.545629,19.05
16:33:41.316321,19.16,47.397646,8.545629,19.12
16:33:41.336400,18.87,47.397646,8.545629,19.22
16:33:41.356479,18.42,47.397645,8.545629,19.32
16:33:41.376847,17.97,47.397645,8.545628,19.38
16:33:41.397046,17.66,47.397645,8.545628,19.48
16:33:41.416961,17.21,47.397644,8.545628,19.55
16:33:41.436949,16.9,47.397644,8.545628,19.65
16:33:41.457044,16.44,47.397643,8.545628,19.72
16:33:41.476774,16.13,47.397643,8.545628,19.79
16:33:41.496842,15.82,47.397643,8.545628,19.9
16:33:41.516836,15.35,47.397642,8.545628,19.98
16:33:41.536866,15.04,47.397642,8.545628,20.1
16:33:41.556802,14.57,47.397642,8.545628,20.19
16:33:41.576684,14.25,47.397641,8.545628,20.32
16:33:41.596521,13.78,47.397641,8.545628,20.4
16:33:41.616682,13.46,47.39764,8.545628,20.53
16:33:41.636674,12.97,47.39764,8.545628,20.62
16:33:41.656646,12.65,47.397639,8.545628,20.75
16:33:41.676638,12.16,47.397639,8.545628,20.83
16:33:41.696525,11.83,47.397639,8.545628,20.96
16:33:41.716438,11.34,47.397638,8.545628,21.05
16:33:41.736537,11.01,47.397638,8.545628,21.18
16:33:41.756662,10.51,47.397637,8.545628,21.28
16:33:41.776566,10.18,47.397637,8.545628,21.43
16:33:41.796518,9.67,47.397636,8.545628,21.53
16:33:41.816434,9.33,47.397636,8.545628,21.69
16:33:41.836423,8.82,47.397635,8.545628,21.8
16:33:41.856501,8.48,47.397635,8.545628,21.95
16:33:41.876565,7.96,47.397634,8.545628,22.06
16:33:41.896542,7.61,47.397634,8.545628,22.22
16:33:41.916506,7.09,47.397633,8.545628,22.33
16:33:41.936439,6.73,47.397633,8.545628,22.5
16:33:41.956627,6.2,47.397633,8.545628,22.61
